0,1,2,3,4,5,6,7,8,9,10,11
0.1229201456849507,1.1174843192985113,1.5462868083933168,-0.7340067755639359,0.2586538460864485,-1.9524894520640363,-2.397417492251568,0.7061544578138969,0.4459982161180535,-0.5094410908893094,0.13167434887119364,0.01405188821600619
