0,1,2,3,4,5,6,7,8,9,10,11
-1.8281026768127442,3.0861589131224627,1.2089474413130807,0.5274141454954161,1.53734019563776,1.0689491959729818,-1.831843374890546,-0.1646722281585046,-0.059155670536162906,0.5720064140751929,-0.10597217605596183,0.046879750216622024
