0,1,2,3,4,5,6,7,8,9,10,11
1.8157529055522785,1.1319665665529364,-1.8681685373085173,1.9035087035691223,0.2875392834186752,-1.0206588960089407,1.1968813233453448,0.7067228230431053,-0.07143464128312824,1.2725988300694733,0.6817856826869866,0.8066868257041252
