0,1,2,3,4,5,6,7,8,9,10,11
1.3319899374501412,-3.405182056720213,-1.5202658130387947,0.7867312507970996,-1.5598147086519383,0.7041779666404208,0.7147998651930212,-0.619041525905555,-0.697197398042344,-0.46625332459750113,-2.1320856652153566,0.6253605258691369
