0,1,2,3,4,5,6,7,8,9,10,11
3.8418236216199926,0.38489309984265674,-0.4228061426263591,-0.5190695877225093,-0.43763180150169273,-0.9243454017465245,-0.7440448876902748,0.06295931690446166,-0.10096191579090522,0.46779012983296464,-0.3189591986171988,0.21076085412444592
