0,1,2,3,4,5,6,7,8,9,10,11
-0.3663903040111123,-0.5039161478149162,-0.8142629944118311,0.13764069079842844,-0.04134549362816873,1.5872919989920549,0.4904445573366038,1.2165033211500647,1.8680960992634703,-0.45953165129787116,1.2448329617173977,-0.42385128260544847
