0,1,2,3,4,5,6,7,8,9,10,11
2.812749159069987,1.4318461582413884,0.38681482730713307,0.15503920062198712,-0.49146533857840125,-0.9035029615844621,-2.475320701680168,0.6984769767471065,-0.28313463889231627,0.27910095202196367,-0.1646878977405533,0.14747057710776465
