0,1,2,3,4,5,6,7,8,9,10,11
-0.751697790409579,-8.652694014282824,5.47979309493988,4.87737943915075,2.0609242723038386,-2.1225962137622507,0.8995472870031799,-0.11953141192452298,0.6500087272256068,0.6533223127638813,-0.0146046001286363,0.11865604722131366
