0,1,2,3,4,5,6,7,8,9,10,11
-1.9365860786688012,-1.113695619712062,-0.037831695385160576,1.1014931687368712,-0.2798353893264223,2.882759178803499,-1.3193309150458832,0.7125025295988301,1.6911537598217723,-0.7809914477390174,0.2591992518371177,-0.29852173734685694
