0,1,2,3,4,5,6,7,8,9,10,11
1.1642640517419733,-3.7825072768123778,-6.137372870595292,4.416662102991362,-5.269179403723194,-2.1367221866618746,-3.2876122981820233,-10.002631849157476,-6.6954974569537296,-5.4030697371157945,10.073766746956734,-1.1126262901132846
